id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_profile_id,host_profile_url,host_name,host_since,hosts_time_as_user_years,hosts_time_as_user_months,hosts_time_as_host_years,hosts_time_as_host_months,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
51680457,https://www.airbnb.com/rooms/51680457,20251204025441,2025-12-04,city scrape,"Spacious 1-bedroom Refuge in Ditmas Park, Brooklyn","This spacious one-bedroom sanctuary in Brooklyn in Ditmas Park offers proximity to restaurants and bars, Prospect Park and less than a block from the subway, Q Beverley stop. Up one block on Cortelyou Road, you will find Flatbush coop, Key Food, drop-off laundry, dry cleaners, restaurants and bars. On Sundays, there is a Farmer's Market on Cortelyou.",,https://a0.muscache.com/pictures/miso/Hosting-51680457/original/346effed-507f-4236-845e-c38ec3f2ab7f.jpeg,411600910,https://www.airbnb.com/users/show/411600910,1.469877001403011e+18,https://www.airbnb.com/users/profile/1469877001403011112,Ida,2021-07-08,4.0,4.0,4.0,3.0,,,a few days or more,33%,67%,f,https://a0.muscache.com/im/pictures/user/1d1af4a8-c8f5-4cf1-8438-72eef4e40f17.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1d1af4a8-c8f5-4cf1-8438-72eef4e40f17.jpg?aki_policy=profile_x_medium,Flatbush,2.0,2.0,"['email', 'phone']",t,t,,Flatbush,Brooklyn,40.64386,-73.9646,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Dishes and silverware"", ""Window AC unit"", ""Wifi"", ""Smoke alarm"", ""Refrigerator"", ""Coffee maker"", ""Kitchen"", ""Dedicated workspace"", ""Carbon monoxide alarm""]",,30,730,30.0,30.0,730.0,730.0,30.0,730.0,,t,29,59,89,89,2025-12-04,12,0,0,27,0,0,,2021-08-25,2022-12-06,4.92,5.0,4.75,5.0,5.0,4.83,4.92,,f,1,1,0,0,0.23
51883501,https://www.airbnb.com/rooms/51883501,20251204025441,2025-12-05,previous scrape,adorable studio apartment.,Keep it simple at this peaceful and centrally-located place.  walking distance to 7 train and 10 to 15 minutes to the City.  ideal for 2 guests,,https://a0.muscache.com/pictures/866bf057-1350-4628-88b7-8cbe2afa7113.jpg,420261624,https://www.airbnb.com/users/show/420261624,1.469908431438242e+18,https://www.airbnb.com/users/profile/1469908431438241931,Sarita,2021-08-26,4.0,3.0,4.0,3.0,,,,,,f,https://a0.muscache.com/im/pictures/user/User-420261624/original/23b100ee-e458-443c-8cc7-2d3901ad47be.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-420261624/original/23b100ee-e458-443c-8cc7-2d3901ad47be.jpeg?aki_policy=profile_x_medium,Flushing,1.0,1.0,"['email', 'phone']",t,t,,Sunnyside,Queens,40.73545,-73.92166,Entire guest suite,Entire home/apt,3,,1 bath,1.0,,"[""TV"", ""Smoke alarm"", ""Kitchen"", ""Carbon monoxide alarm""]",,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,23,53,83,358,2025-12-05,6,0,0,20,0,0,,2021-09-11,2021-10-31,4.33,4.67,4.17,4.33,4.5,4.67,4.33,,f,1,1,0,0,0.12
51885059,https://www.airbnb.com/rooms/51885059,20251204025441,2025-12-05,previous scrape,"2-1Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 2nd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />Your room is a private bathroom.<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51885059/original/e0087878-7306-4001-877b-de2bd15732de.jpeg,19303369,https://www.airbnb.com/users/show/19303369,1.4630749325002954e+18,https://www.airbnb.com/users/profile/1463074932500295549,Hiroki,2014-08-01,11.0,4.0,10.0,10.0,United States,,within an hour,98%,86%,f,https://a0.muscache.com/im/pictures/user/User/original/5c77fde8-d978-4e09-ac4d-503ec89d81b3.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/5c77fde8-d978-4e09-ac4d-503ec89d81b3.jpeg?aki_policy=profile_x_medium,Elmhurst,316.0,358.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72619,-73.85744,Private room in townhouse,Private room,2,,1 private bath,,,"[""Heating"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,3,0,0,0,0,0,,2021-10-17,2023-08-15,4.67,4.67,4.67,5.0,4.67,5.0,4.67,,f,253,7,246,0,0.06
51888947,https://www.airbnb.com/rooms/51888947,20251204025441,2025-12-04,city scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 3rd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51888947/original/ffb978c9-32e7-48da-adb1-5b6217358f5a.jpeg,200239515,https://www.airbnb.com/users/show/200239515,1.4690449400137697e+18,https://www.airbnb.com/users/profile/1469044940013769800,Shogo,2018-07-05,7.0,4.0,7.0,4.0,"New York, United States",,within an hour,96%,76%,f,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_x_medium,Elmhurst,279.0,310.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72611,-73.85822,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Heating"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,14,43,43,43,2025-12-04,0,0,0,12,0,0,,,,,,,,,,,,f,224,4,220,0,
51888990,https://www.airbnb.com/rooms/51888990,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 3rd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51888990/original/e1102acf-fcac-4bde-820d-0c548348b01c.jpeg,200239515,https://www.airbnb.com/users/show/200239515,1.4690449400137697e+18,https://www.airbnb.com/users/profile/1469044940013769800,Shogo,2018-07-05,7.0,4.0,7.0,4.0,"New York, United States",,within an hour,96%,76%,f,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_x_medium,Elmhurst,279.0,310.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72586,-73.85872,Private room in home,Private room,2,,1 shared bath,,,"[""Heating"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,14,14,14,14,2025-12-05,6,1,0,14,1,60,,2023-04-30,2025-05-05,4.33,4.17,4.0,4.33,4.33,4.33,4.17,,f,224,4,220,0,0.19
51889016,https://www.airbnb.com/rooms/51889016,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 3rd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />Your room has a private bathroom inside your room.<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51889016/original/21c13584-ee8d-4ab3-9282-a03f943f122b.jpeg,200239515,https://www.airbnb.com/users/show/200239515,1.4690449400137697e+18,https://www.airbnb.com/users/profile/1469044940013769800,Shogo,2018-07-05,7.0,4.0,7.0,4.0,"New York, United States",,within an hour,96%,76%,f,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_x_medium,Elmhurst,279.0,310.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72413,-73.85729,Private room in home,Private room,2,,1 private bath,,,"[""Heating"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,1,0,0,0,0,0,,2023-08-02,2023-08-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,224,4,220,0,0.04
51889039,https://www.airbnb.com/rooms/51889039,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 2nd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51889039/original/d7fb272a-bbc1-4293-86f3-bae901c11ed1.jpeg,200239515,https://www.airbnb.com/users/show/200239515,1.4690449400137697e+18,https://www.airbnb.com/users/profile/1469044940013769800,Shogo,2018-07-05,7.0,4.0,7.0,4.0,"New York, United States",,within an hour,96%,76%,f,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_x_medium,Elmhurst,279.0,310.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72636,-73.85894,Private room in home,Private room,2,,1 shared bath,,,"[""Heating"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,1,0,0,0,0,0,,2022-08-10,2022-08-10,5.0,5.0,4.0,5.0,3.0,4.0,4.0,,f,224,4,220,0,0.02
51889171,https://www.airbnb.com/rooms/51889171,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 2nd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51889171/original/6d380862-b3db-4b28-af7e-bb83d5d41479.jpeg,200239515,https://www.airbnb.com/users/show/200239515,1.4690449400137697e+18,https://www.airbnb.com/users/profile/1469044940013769800,Shogo,2018-07-05,7.0,4.0,7.0,4.0,"New York, United States",,within an hour,96%,76%,f,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_x_medium,Elmhurst,279.0,310.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72601,-73.85671,Private room in home,Private room,2,,1 shared bath,,,"[""Heating"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,8,0,0,0,1,0,,2022-03-19,2024-02-03,4.75,5.0,4.75,5.0,4.63,4.88,4.75,,f,224,4,220,0,0.18
51889217,https://www.airbnb.com/rooms/51889217,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 2nd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />You basically share 1 bathroom with 2 other rooms.<br />(One bathroom is for master bedroom)<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51889217/original/ff74af7a-518a-4aba-8b9b-18e97d487c89.jpeg,200239515,https://www.airbnb.com/users/show/200239515,1.4690449400137697e+18,https://www.airbnb.com/users/profile/1469044940013769800,Shogo,2018-07-05,7.0,4.0,7.0,4.0,"New York, United States",,within an hour,96%,76%,f,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_x_medium,Elmhurst,279.0,310.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.7243,-73.85758,Private room in home,Private room,2,,1 shared bath,,,"[""Heating"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,224,4,220,0,
51889250,https://www.airbnb.com/rooms/51889250,20251204025441,2025-12-05,previous scrape,"Cozy room@Queens! Same area W/Target,Costco","This comfortable room is prepared in August 2021.<br /> <br />Your room is on 2nd floor.<br />This is 4 bedroom 2 bathroom apartment.<br />Your room has a private bathroom in your room.<br /><br />You can use kitchen. There are dishes, silver, microwave, cooking items etc. You can enjoy cooking and save money in your trip!","Rego Park Queens is a residential neighborhood.  <br />I have lived in Rego Park for 4 years. I feel Rego Park is really comfortable area.<br /><br />In addition, Rego Park is just around 30min from Manhattan.<br />You will be able to have a great stay in this area, Rego Park.<br /><br />This house is also at same area to many shopping area.<br />At<br />next station,  Costco.<br />Two next station Maycy's, Queen's Mall,  Target, Bestbuy.<br />You can spend and enjoy your time there too!!",https://a0.muscache.com/pictures/miso/Hosting-51889250/original/951eed56-f65e-43d5-8bfd-3e9997e211fa.jpeg,200239515,https://www.airbnb.com/users/show/200239515,1.4690449400137697e+18,https://www.airbnb.com/users/profile/1469044940013769800,Shogo,2018-07-05,7.0,4.0,7.0,4.0,"New York, United States",,within an hour,96%,76%,f,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2cb73e15-f3ee-4cd4-9e0d-7fb8f880108a.jpg?aki_policy=profile_x_medium,Elmhurst,279.0,310.0,"['email', 'phone']",t,t,Neighborhood highlights,Rego Park,Queens,40.72473,-73.85859,Private room in home,Private room,2,,1 private bath,,,"[""Heating"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Dedicated workspace"", ""Hangers""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2025-12-05,0,0,0,0,0,0,,,,,,,,,,,,f,224,4,220,0,
51682883,https://www.airbnb.com/rooms/51682883,20251204025441,2025-12-05,previous scrape,New Lower-Level Apartment - 20 Min to Manhattan,PLEASE MESSAGE ME REGARDING SPACE SHARE PRIVATELY AS I MUST ABIDE BY NYS LAW =)<br /><br />Our newly renovated Mid Century Modern/ Scandinavian Lower-Level (6 ½ Feet Ceiling) Apartment is located a short 5-minute walk to the Famous Bell Blvd full of the best restaurants and bars / night life in Bayside Queens as featured on New York Times<br /><br />*All Guests over the age of 18 must provide ID to check in*,,https://a0.muscache.com/pictures/miso/Hosting-51682883/original/3a35098f-3e2d-407f-8cef-8c8a89d7c46a.jpeg,418115272,https://www.airbnb.com/users/show/418115272,1.4699001396980667e+18,https://www.airbnb.com/users/profile/1469900139698066648,Billy,2021-08-12,4.0,3.0,4.0,3.0,"New York, NY","Hi I’m Billy. We been living in Bayside for over 10 years and this is absolutely my favorite area to live. We have a 10 year old & 2 Scottish Fold cats. 

I have picked up a liking for travel & understand the quality of service and cleanliness expected as a guest. You can expect the place to be exceptionally clean to the best of my abilities. 

In the next couple of years, I’d like to start crossing some countries/cities off my list. Here’s my top 10:

1. Vietnam
2. Thailand 
3. China
4. Greece
5. California
6. Turks & Caicos 
7. Texas
8. Panama FL
9. Philippines 
10. Japan

I’d love recommendations or any knowledge you may have!",within an hour,100%,61%,f,https://a0.muscache.com/im/pictures/user/fbed7537-05b3-42e2-b476-6516b8c37462.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fbed7537-05b3-42e2-b476-6516b8c37462.jpg?aki_policy=profile_x_medium,Flushing,3.0,7.0,"['email', 'phone']",t,t,,Bayside,Queens,40.76874,-73.76986,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Wine glasses"", ""Shower gel"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Freezer"", ""Refrigerator"", ""Coffee"", ""Outdoor furniture"", ""Microwave"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Books and reading material"", ""Room-darkening shades"", ""Mini fridge"", ""Patio or balcony"", ""Pets allowed"", ""First aid kit"", ""Baking sheet"", ""Smoke alarm"", ""Shampoo"", ""TV"", ""Hot water"", ""Private backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""BBQ grill: gas"", ""Private entrance"", ""Cooking basics"", ""Laundromat nearby"", ""Central heating"", ""Air conditioning"", ""Iron"", ""Smart lock"", ""Portable fans"", ""Kitchen"", ""Toaster"", ""Hot water kettle"", ""Body soap"", ""Exterior security cameras on property"", ""Coffee maker: Keurig coffee machine"", ""Essentials"", ""Extra pillows and blankets"", ""Stove"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Free street parking"", ""Wifi"", ""Bed linens"", ""Self check-in"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""Conditioner"", ""Outlet covers"", ""Oven"", ""Dining table"", ""Paid dryer \u2013 In building"", ""Hangers"", ""Outdoor dining area""]",,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,30,60,90,180,2025-12-05,54,5,1,27,1,255,,2021-08-28,2025-11-05,4.52,4.61,4.61,4.59,4.57,4.56,4.37,,f,3,3,0,0,1.04
51684534,https://www.airbnb.com/rooms/51684534,20251204025441,2025-12-05,city scrape,Untitled at 3 Freeman - Untitled King,"Welcome to UNTITLED (Adj.) at 3 Freeman Alley!<br /><br />Our Untitled King room measures 185 sq ft and features a king-sized bed as well as a small desk. This room is located anywhere between the 2nd and 10th Floors with views of the Bowery or the City.  All pictures shown are for illustration purposes only.  The actual room layout, windows and views may vary depending on location within the property.",,https://a0.muscache.com/pictures/miso/Hosting-51684534/original/b2aafbe9-aaba-4211-b4f5-af32e128ee7e.jpeg,158969505,https://www.airbnb.com/users/show/158969505,1.4630045824361e+18,https://www.airbnb.com/users/profile/1463004582436100223,Untitled,2017-11-16,8.0,0.0,8.0,0.0,"New York, NY","We are UNTITLED at 3 Freeman Alley!

Urban-chic hotel rooms in the heart of NYC's burgeoning Lower East Side. Thoughtfully designed, artfully curated. Just what you need for your next visit to NYC.",within an hour,98%,99%,t,https://a0.muscache.com/im/pictures/user/User-158969505/original/37002397-ca9e-41a8-9539-06b9ccec35b2.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-158969505/original/37002397-ca9e-41a8-9539-06b9ccec35b2.png?aki_policy=profile_x_medium,,12.0,12.0,"['email', 'phone']",t,t,,Lower East Side,Manhattan,40.72254,-73.99322,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Breakfast"", ""Shower gel"", ""Microwave"", ""Fire extinguisher"", ""Room-darkening shades"", ""Mini fridge"", ""First aid kit"", ""Sound system"", ""Smoke alarm"", ""Shampoo"", ""TV"", ""Elevator"", ""Hot water"", ""Laundromat nearby"", ""Air conditioning"", ""Iron"", ""Body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Heating"", ""Housekeeping available every day - available at extra cost"", ""Luggage dropoff allowed"", ""Wifi"", ""Building staff"", ""Bed linens"", ""Self check-in"", ""Hair dryer"", ""Hangers""]",,1,365,1.0,2.0,28.0,28.0,2.0,28.0,,t,21,51,81,356,2025-12-05,268,36,2,18,111,255,,2021-09-05,2025-11-16,4.86,4.86,4.89,4.94,4.9,4.9,4.66,Exempt,t,12,12,0,0,5.18
51685104,https://www.airbnb.com/rooms/51685104,20251204025441,2025-12-04,city scrape,lovely 2 bedroom apt for rent in brooklyn,"Kick back and relax in this calm, stylish space.",,https://a0.muscache.com/pictures/e1c7fd19-6522-4c93-bc32-cc2bfd26cf1b.jpg,183810787,https://www.airbnb.com/users/show/183810787,1.4689499523345533e+18,https://www.airbnb.com/users/profile/1468949952334553437,Hamada,2018-04-11,7.0,7.0,3.0,8.0,"New York, United States",,,,0%,f,https://a0.muscache.com/im/pictures/user/ad8ce4b7-c91f-458c-bb38-a5e0801eeb35.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ad8ce4b7-c91f-458c-bb38-a5e0801eeb35.jpg?aki_policy=profile_x_medium,Sheepshead Bay,1.0,1.0,"['email', 'phone']",t,t,,Sheepshead Bay,Brooklyn,40.59354,-73.94701,Entire vacation home,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Dishes and silverware"", ""Wifi"", ""Smoke alarm"", ""Refrigerator"", ""Coffee maker"", ""TV"", ""Kitchen"", ""Washer"", ""Paid parking on premises""]",,40,60,40.0,40.0,60.0,60.0,40.0,60.0,,t,30,60,90,365,2025-12-04,0,0,0,28,0,0,,,,,,,,,,,,f,1,1,0,0,
